model_path,size,data,lr,gbsz,beta2,seed,schedule,tokens_B,iter,benchmark,task,n_shot,metric,score
/scratch/project_465002530/users/niccolo/ckpts/dense_eng/latest/dense_1_7B_xm01_lr0.0005_gbsz1024_beta20.95_200B/iter_0047684/HF,1.7B,xm01,0.0005,1024,0.95,,,200,0047684,other,agieval_lsat_ar,3,acc,0.26087
/scratch/project_465002530/users/niccolo/ckpts/dense_eng/latest/dense_1_7B_xm01_lr0.0005_gbsz1024_beta20.95_200B/iter_0047684/HF,1.7B,xm01,0.0005,1024,0.95,,,200,0047684,other,arc_challenge,10,acc_norm,0.45392
/scratch/project_465002530/users/niccolo/ckpts/dense_eng/latest/dense_1_7B_xm01_lr0.0005_gbsz1024_beta20.95_200B/iter_0047684/HF,1.7B,xm01,0.0005,1024,0.95,,,200,0047684,other,arc_easy,10,acc_norm,0.77062
/scratch/project_465002530/users/niccolo/ckpts/dense_eng/latest/dense_1_7B_xm01_lr0.0005_gbsz1024_beta20.95_200B/iter_0047684/HF,1.7B,xm01,0.0005,1024,0.95,,,200,0047684,other,bigbench_cs_algorithms_generate_until,10,exact_match,0
/scratch/project_465002530/users/niccolo/ckpts/dense_eng/latest/dense_1_7B_xm01_lr0.0005_gbsz1024_beta20.95_200B/iter_0047684/HF,1.7B,xm01,0.0005,1024,0.95,,,200,0047684,other,bigbench_dyck_languages_generate_until,10,exact_match,0.339
/scratch/project_465002530/users/niccolo/ckpts/dense_eng/latest/dense_1_7B_xm01_lr0.0005_gbsz1024_beta20.95_200B/iter_0047684/HF,1.7B,xm01,0.0005,1024,0.95,,,200,0047684,other,bigbench_language_identification_multiple_choice,10,acc,0.0895
/scratch/project_465002530/users/niccolo/ckpts/dense_eng/latest/dense_1_7B_xm01_lr0.0005_gbsz1024_beta20.95_200B/iter_0047684/HF,1.7B,xm01,0.0005,1024,0.95,,,200,0047684,other,bigbench_operators_generate_until,10,exact_match,0
/scratch/project_465002530/users/niccolo/ckpts/dense_eng/latest/dense_1_7B_xm01_lr0.0005_gbsz1024_beta20.95_200B/iter_0047684/HF,1.7B,xm01,0.0005,1024,0.95,,,200,0047684,other,bigbench_qa_wikidata_generate_until,10,exact_match,0
/scratch/project_465002530/users/niccolo/ckpts/dense_eng/latest/dense_1_7B_xm01_lr0.0005_gbsz1024_beta20.95_200B/iter_0047684/HF,1.7B,xm01,0.0005,1024,0.95,,,200,0047684,other,bigbench_repeat_copy_logic_generate_until,10,exact_match,0
/scratch/project_465002530/users/niccolo/ckpts/dense_eng/latest/dense_1_7B_xm01_lr0.0005_gbsz1024_beta20.95_200B/iter_0047684/HF,1.7B,xm01,0.0005,1024,0.95,,,200,0047684,other,boolq,10,acc,0.7104
/scratch/project_465002530/users/niccolo/ckpts/dense_eng/latest/dense_1_7B_xm01_lr0.0005_gbsz1024_beta20.95_200B/iter_0047684/HF,1.7B,xm01,0.0005,1024,0.95,,,200,0047684,other,commonsense_qa,10,acc,0.3964
/scratch/project_465002530/users/niccolo/ckpts/dense_eng/latest/dense_1_7B_xm01_lr0.0005_gbsz1024_beta20.95_200B/iter_0047684/HF,1.7B,xm01,0.0005,1024,0.95,,,200,0047684,other,copa,0,acc,0.83
/scratch/project_465002530/users/niccolo/ckpts/dense_eng/latest/dense_1_7B_xm01_lr0.0005_gbsz1024_beta20.95_200B/iter_0047684/HF,1.7B,xm01,0.0005,1024,0.95,,,200,0047684,other,coqa,0,f1,0.70587
/scratch/project_465002530/users/niccolo/ckpts/dense_eng/latest/dense_1_7B_xm01_lr0.0005_gbsz1024_beta20.95_200B/iter_0047684/HF,1.7B,xm01,0.0005,1024,0.95,,,200,0047684,other,hellaswag,0,acc_norm,0.65694
/scratch/project_465002530/users/niccolo/ckpts/dense_eng/latest/dense_1_7B_xm01_lr0.0005_gbsz1024_beta20.95_200B/iter_0047684/HF,1.7B,xm01,0.0005,1024,0.95,,,200,0047684,other,hellaswag,10,acc_norm,0.67058
/scratch/project_465002530/users/niccolo/ckpts/dense_eng/latest/dense_1_7B_xm01_lr0.0005_gbsz1024_beta20.95_200B/iter_0047684/HF,1.7B,xm01,0.0005,1024,0.95,,,200,0047684,other,jeopardy,10,exact_match,0.37648
